sound	fr	fr_ipa	en	en_ipa	cognate
0.62	office	ɔfis	service	sˈɜːvɪs	0
0.62	pensée	pɑ̃se	pansy	pˈænzi	0
0.62	spectateur	spɛktatœʁ	spectator	spɛktˈe‍ɪtɐ	1
0.62	vacciner	vaksine	vaccinate	vˈæksɪnˌe‍ɪt	1
0.6182	faciliter	fasilite	facilitate	fəsˈɪlɪtˌe‍ɪt	1
0.6167	alphabétique	alfabetik	alphabetical	ˌælfəbˈɛtɪkə‍l	0
0.6167	altruisme	altʁɥism	altruism	ˈɔːltɹuːˌɪzəm	1
0.6167	opposé	ɔpoze	opposite	ˈɒpəsˌɪt	1
0.6125	anarchiste	anaʁʃist	anarchist	ˈænɑːkˌɪst	1
0.6125	danser	dɑ̃se	dance	dˈɑːns	0
0.6125	frais	fʁɛ	fresh	fɹˈɛʃ	0
0.6125	groupe	gʁup	group	ɡɹˈuːp	1
0.6125	générosité	ʒeneʁɔzite	generosity	d‍ʒˌɛnəɹˈɒsɪti	1
0.6125	troupe	tʁup	group	ɡɹˈuːp	0
0.61	abstraction	apstʁaksjɔ̃	abstraction	ɐbstɹˈækʃən	1
0.61	craquer	kʁake	crack	kɹˈæk	0
0.61	croûte	kʁut	crust	kɹˈʌst	0
0.61	furie	fyʁi	fury	fjˈɔːɹi	0
0.61	obstiné	ɔpstine	obstinate	ˈɒbstɪnˌe‍ɪt	1
0.61	persil	pɛʁsi	parsley	pˈɑːsli	0
0.61	planter	plɑ̃te	plant	plˈænt	1
0.61	presser	pʁese	press	pɹˈɛs	1
0.61	prince	pʁɛ̃s	prince	pɹˈɪns	1
0.61	risquer	ʁiske	risk	ɹˈɪsk	0
0.61	serein	səʁɛ̃	serene	səɹˈiːn	1
0.61	terreur	tɛʁœʁ	terror	tˈɛɹɐ	0
0.61	traiter	tʁɛte	treat	tɹˈiːt	0
0.61	trotter	tʁɔte	trot	tɹˈɒt	0
0.6083	cognac	kɔɲak	cognac	kˈɒnjæk	1
0.6083	commencer	kɔmɑ̃se	commence	kəmˈɛns	1
0.6083	contrée	kɔ̃tʁe	country	kˈʌntɹi	0
0.6083	crédit	kʁedi	credit	kɹˈɛdɪt	1
0.6083	descendre	desɑ̃dʁ	descend	dɪsˈɛnd	1
0.6083	défendre	defɑ̃dʁ	defend	dɪfˈɛnd	1
0.6083	dépasser	depase	surpass	səpˈɑːs	0
0.6083	dépendre	depɑ̃dʁ	depend	dɪpˈɛnd	1
0.6083	fleurir	flœʁiʁ	flourish	flˈʌɹɪʃ	0
0.6083	frégate	fʁegat	frigate	fɹˈɪɡət	1
0.6083	granit	gʁanit	granite	ɡɹˈænɪt	1
0.6083	misère	mizɛʁ	misery	mˈɪzəɹˌi	1
0.6083	moral	mɔʁal	moral	mˈɒɹə‍l	1
0.6083	mériter	meʁite	merit	mˈɛɹɪt	1
0.6083	plombier	plɔ̃bje	plumber	plˈʌmɐ	1
0.6083	prison	pʁizɔ̃	prison	pɹˈɪzən	1
0.6083	profit	pʁɔfi	profit	pɹˈɒfɪt	1
0.6083	remède	ʁəmɛd	remedy	ɹˈɛmədˌi	1
0.6083	rhubarbe	ʁybaʁb	rhubarb	ɹˈuːbɑːb	1
0.6083	répéter	ʁepete	repeat	ɹɪpˈiːt	0
0.6083	révéler	ʁevele	reveal	ɹɪvˈiːl	0
0.6083	salaire	salɛʁ	salary	sˈæləɹi	0
0.6071	allégorie	alegɔʁi	allegory	ˈælɪɡəɹˌi	1
0.6071	anagramme	anagʁam	anagram	ˈænɐɡɹˌæm	1
0.6071	autobus	otɔbys	omnibus	ˈɒmnɪbəs	0
0.6071	dignité	diɲite	dignity	dˈɪɡnɪti	1
0.6071	efficace	efikas	effective	ɪfˈɛktɪv	0
0.6071	préparer	pʁepaʁe	prepare	pɹɪpˈe‍ə	1
0.6071	réacteur	ʁeaktœʁ	reactor	ɹɪˈæktɐ	1
0.6071	utérus	yteʁys	uterus	jˈuːtəɹəs	1
0.6063	aérosol	aeʁɔsɔl	aerosol	ˈe‍əɹəsˌɒl	1
0.6062	accompagner	akɔ̃paɲe	accompany	ɐkˈʌmpəni	1
0.6045	pittoresque	pitɔʁɛsk	picturesque	pˌɪkt‍ʃəɹˈɛsk	1
0.6045	prescription	pʁɛskʁipsjɔ̃	prescription	pɹɪskɹˈɪpʃən	1
0.6042	responsable	ʁɛspɔ̃sabl	responsible	ɹɪspˈɒnsəbə‍l	1
0.6038	astronomique	astʁɔnɔmik	astronomical	ɐstɹənˈɒmɪkə‍l	0
0.6038	considérable	kɔ̃sideʁabl	considerable	kənsˈɪdəɹəbə‍l	1
0.6038	protagoniste	pʁɔtagɔnist	protagonist	pɹə‍ʊtˈæɡənˌɪst	1
0.6038	recommandable	ʁəkɔmɑ̃dabl	recommendable	ɹˌɛkəmˈɛndəbə‍l	1
0.6036	administrateur	administʁatœʁ	administrator	ɐdmˈɪnɪstɹˌe‍ɪtɐ	1
0.6	abandonné	abɑ̃dɔne	abandoned	ɐbˈændənd	1
0.6	abondance	abɔ̃dɑ̃s	abundance	ɐbˈʌndəns	1
0.6	accident	aksidɑ̃	accident	ˈæksɪdənt	1
0.6	accolade	akɔlad	accolade	ˈækəlˌe‍ɪd	1
0.6	accomplir	akɔ̃pliʁ	accomplish	ɐkˈɒmplɪʃ	1
0.6	accoutumé	akutyme	accustomed	ɐkˈʌstəmd	0
0.6	acidifier	asidifje	acidify	ɐsˈɪdɪfˌa‍ɪ	0
0.6	acolyte	akɔlit	acolyte	ˈækəlˌa‍ɪt	1
0.6	aconit	akɔnit	aconite	ˈækənˌa‍ɪt	1
0.6	acétate	asetat	acetate	ˈæsɪtˌe‍ɪt	1
0.6	acétone	asetɔn	acetone	ˈæsɪtˌə‍ʊn	1
0.6	adolescent	adɔlesɑ̃	adolescent	ˌædəlˈɛsənt	1
0.6	affable	afabl	affable	ˈæfəbə‍l	1
0.6	ah	a	ah	ˈɑː	1
0.6	alcali	alkali	alkali	ˈælkəlˌa‍ɪ	1
0.6	alcool	alkɔl	alcohol	ˈælkəhˌɒl	1
0.6	alcôve	alkov	alcove	ˈælkə‍ʊv	1
0.6	allergie	alɛʁʒi	allergy	ˈæləd‍ʒi	1
0.6	allergique	alɛʁʒik	allergic	ɐlˈɜːd‍ʒɪk	0
0.6	anonymat	anɔnima	anonymity	ˌænənˈɪmɪtˌi	1
0.6	anonyme	anɔnim	anonymous	ɐnˈɒnəməs	0
0.6	antagoniste	ɑ̃tagɔnist	opponent	əpˈə‍ʊnənt	0
0.6	antarctique	ɑ̃taʁktik	antarctic	æntˈɑːktɪk	1
0.6	anémie	anemi	anaemia	ɐnˈiːmi‍ə	0
0.6	apathique	apatik	apathetic	ˌæpɐθˈɛtɪk	0
0.6	applaudir	aplodiʁ	applaud	ɐplˈɔːd	1
0.6	arsenal	aʁsənal	arsenal	ˈɑːsənə‍l	1
0.6	aspect	aspɛ	aspect	ˈæspɛkt	1
0.6	attentivement	atɑ̃tivmɑ̃	attentively	ɐtˈɛntɪvli	0
0.6	autobus	otɔbys	autobus	ˌɔːtə‍ʊbˈʌs	1
0.6	autonome	otɔnɔm	autonomic	ɔːtənˈɒmɪk	1
0.6	autonome	otɔnɔm	autonomous	ɔːtˈɒnəməs	0
0.6	balcon	balkɔ̃	balcony	bˈælkəni	1
0.6	ballade	balad	ballade	bˈæle‍ɪd	1
0.6	baobab	baɔbab	baobab	bˈe‍ɪəbˌæb	1
0.6	biscuit	biskɥi	biscuit	bˈɪskɪt	1
0.6	blouse	bluz	blouse	blˈa‍ʊz	1
0.6	bordel	bɔʁdɛl	bawdy	bˈɔːdi	0
0.6	boucle	bukl	buckle	bˈʌkə‍l	1
0.6	bouquet	bukɛ	bouquet	buːkˈe‍ɪ	1
0.6	brut	bʁyt	crude	kɹˈuːd	0
0.6	bulletin	byltɛ̃	bulletin	bˈʊlɪtˌɪn	1
0.6	bébé	bebe	baby	bˈe‍ɪbi	0
0.6	camarade	kamaʁad	comrade	kˈɒmɹe‍ɪd	1
0.6	capturer	kaptyʁe	capture	kˈæpt‍ʃɐ	1
0.6	ceci	səsi	these	ðˈiːz	0
0.6	certainement	sɛʁtɛnmɑ̃	certainly	sˈɜːtənli	0
0.6	chili	ʃili	chile	t‍ʃˈɪli	1
0.6	chèque	ʃɛk	check	t‍ʃˈɛk	0
0.6	chèque	ʃɛk	cheque	t‍ʃˈɛk	1
0.6	clown	klun	clown	klˈa‍ʊn	1
0.6	compléter	kɔ̃plete	complete	kəmplˈiːt	1
0.6	continuer	kɔ̃tinɥe	continue	kəntˈɪnjuː	1
0.6	couple	kupl	couple	kˈʌpə‍l	1
0.6	cylindre	silɛ̃dʁ	cylinder	sˈɪlɪndɐ	1
0.6	dommage	dɔmaʒ	damage	dˈæmɪd‍ʒ	0
0.6	double	dubl	double	dˈʌbə‍l	1
0.6	développer	devlɔpe	develop	dɪvˈɛləp	1
0.6	exciter	ɛksite	excite	ɛksˈa‍ɪt	1
0.6	exterminer	ɛkstɛʁmine	exterminate	ɛkstˈɜːmɪnˌe‍ɪt	1
0.6	femelle	fəmɛl	female	fˈiːme‍ɪl	0
0.6	flamme	flam	flame	flˈe‍ɪm	1
0.6	flirter	flœʁte	flirt	flˈɜːt	1
0.6	flirter	flœʁte	flit	flˈɪt	0
0.6	former	fɔʁme	form	fˈɔːm	1
0.6	harmonica	aʁmɔnika	harmonica	hɑːmˈɒnɪkɐ	1
0.6	harmonie	aʁmɔni	harmony	hˈɑːməni	1
0.6	illimité	ilimite	unlimited	ʌnlˈɪmɪtɪd	0
0.6	immédiatement	imedjatmɑ̃	immediately	ɪmˈiːdɪətli	0
0.6	indispensable	ɛ̃dispɑ̃sabl	indispensable	ˌɪndɪspˈɛnsəbə‍l	1
0.6	infecter	ɛ̃fɛkte	infect	ɪnfˈɛkt	1
0.6	influence	ɛ̃flyɑ̃s	influence	ˈɪnfluːəns	1
0.6	interview	ɛ̃tɛʁvju	interview	ˈɪntəvjˌuː	1
0.6	juste	ʒyst	just	d‍ʒˈʌst	1
0.6	lanterne	lɑ̃tɛʁn	lantern	lˈɑːntən	1
0.6	lavande	lavɑ̃d	lavender	lˈævəndɐ	1
0.6	lest	lɛst	ballast	bˈæləst	0
0.6	livrer	livʁe	leave	lˈiːv	0
0.6	logique	lɔʒik	logic	lˈɒd‍ʒɪk	0
0.6	maestro	maɛstʁo	master	mˈɑːstɐ	0
0.6	magique	maʒik	magic	mˈæd‍ʒɪk	0
0.6	mental	mɑ̃tal	mental	mˈɛntə‍l	1
0.6	message	mesaʒ	message	mˈɛsɪd‍ʒ	1
0.6	militant	militɑ̃	militant	mˈɪlɪtənt	1
0.6	modifier	mɔdifje	modify	mˈɒdɪfˌa‍ɪ	0
0.6	modèle	mɔdɛl	pattern	pˈætən	0
0.6	monstre	mɔ̃stʁ	monster	mˈɒnstɐ	1
0.6	mortier	mɔʁtje	mortar	mˈɔːtɐ	0
0.6	muscle	myskl	muscle	mˈʌsə‍l	1
0.6	narcisse	naʁsis	narcissus	nˈɑːsɪsəs	1
0.6	normal	nɔʁmal	normal	nˈɔːmə‍l	1
0.6	orgie	ɔʁʒi	orgy	ˈɔːd‍ʒi	0
0.6	ou	u	or	ˈɔː	0
0.6	pardonner	paʁdɔne	pardon	pˈɑːdən	1
0.6	passage	pasaʒ	passage	pˈæsɪd‍ʒ	1
0.6	personnel	pɛʁsɔnɛl	personal	pˈɜːsənə‍l	1
0.6	persévérer	pɛʁseveʁe	persevere	pˌɜːsɪvˈi‍ə	1
0.6	peuple	pœpl	people	pˈiːpə‍l	1
0.6	peuplier	pøplije	poplar	pˈɒplɐ	0
0.6	pistil	pistil	pestle	pˈɛsə‍l	0
0.6	pistolet	pistɔlɛ	pistol	pˈɪstə‍l	1
0.6	place	plas	place	plˈe‍ɪs	1
0.6	plaine	plɛn	plain	plˈe‍ɪn	1
0.6	plateau	plato	plateau	plˈætə‍ʊ	1
0.6	porteur	pɔʁtœʁ	porter	pˈɔːtɐ	1
0.6	poste	pɔst	post	pˈə‍ʊst	1
0.6	pression	pʁɛsjɔ̃	pressure	pɹˈɛʃɐ	0
0.6	promettre	pʁɔmɛtʁ	promise	pɹˈɒmɪs	0
0.6	prétexter	pʁetɛkste	pretend	pɹɪtˈɛnd	0
0.6	publier	pyblije	publish	pˈʌblɪʃ	0
0.6	puzzle	pœzl	puzzle	pˈʌzə‍l	1
0.6	quantité	kɑ̃tite	quantity	kwˈɒntɪti	1
0.6	quête	kɛt	quest	kwˈɛst	1
0.6	refléter	ʁəflete	reflect	ɹɪflˈɛkt	1
0.6	sandale	sɑ̃dal	sandal	sˈændə‍l	1
0.6	sauvage	sovaʒ	savage	sˈævɪd‍ʒ	1
0.6	sol	sɔl	soil	sˈɔ‍ɪl	1
0.6	souple	supl	supple	sˈʌpə‍l	1
0.6	statue	staty	statue	stˈæt‍ʃuː	1
0.6	style	stil	style	stˈa‍ɪl	1
0.6	symbole	sɛ̃bɔl	symbol	sˈɪmbə‍l	1
0.6	toilette	twalɛt	toilet	tˈɔ‍ɪlət	1
0.6	torche	tɔʁʃ	torch	tˈɔːt‍ʃ	1
0.6	typhus	tifys	typhus	tˈa‍ɪfəs	1
0.6	téléphoner	telefɔne	telephone	tˈɛlɪfˌə‍ʊn	1
0.6	uniforme	ynifɔʁm	uniform	jˈuːnɪfˌɔːm	1
0.6	université	ynivɛʁsite	university	jˌuːnɪvˈɜːsɪtˌi	1
0.6	vaisseau	vɛso	vessel	vˈɛsə‍l	0
0.6	vertical	vɛʁtikal	vertical	vˈɜːtɪkə‍l	1
0.6	viking	vikiŋ	viking	vˈa‍ɪkɪŋ	1
0.6	village	vilaʒ	village	vˈɪlɪd‍ʒ	1
0.6	volt	vɔlt	volt	vˈə‍ʊlt	1
0.6	véhicule	veikyl	vehicle	vˈi‍əkə‍l	1
0.6	énergie	enɛʁʒi	energy	ˈɛnəd‍ʒi	0
0.6	événement	evɛnmɑ̃	event	ɪvˈɛnt	0
